epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,learning_rate
1,0.4819962890529809,76.46449758201065,1.52457881200989,50.86717892425906,1.4565972340963433,66.24534229560898,0.001
2,0.2536149751206255,89.6641613779494,0.9777537101344423,72.47713135748262,1.3033323304077054,68.23262950244758,0.001
3,0.21654871325513067,91.30011084988976,0.9720567454933189,71.18916941090377,1.186967967722182,71.65193249068459,0.001
4,0.18156221955114524,93.21744850352648,1.579337317883864,60.461031833150386,1.4692320242071542,71.36699057499817,0.001
5,0.1594911306059904,93.84356766106733,1.1967463038802455,60.20490303695573,1.3376411659812781,66.02615620661942,0.001
6,0.15404531111561826,93.99583399315411,1.0677258436718768,68.79619465788511,1.5373947410961226,69.53313363045226,0.001
7,0.1455044779180319,93.90447419390203,0.9015258889728025,73.01134284668862,1.5670557011628228,65.59509023160663,0.001
8,0.13286853484614858,95.04951701119462,1.1980521364603192,67.17160629345042,1.64777691137137,65.45627237524658,0.001
9,0.13187773722795215,94.93135833749528,1.1208733731266611,75.87266739846322,1.4063703079237908,72.29487835172061,0.001
10,0.11372595527866276,95.38937546441231,1.0047938385573063,67.84485912916209,1.7678222360032845,64.49185358369256,0.001
11,0.10977329780541459,95.50509787679826,1.5177702851028825,56.58251006220271,1.8551874304789762,66.41338496383429,0.001
12,0.11859701094395443,95.52580609796206,1.2552935990573464,67.57409440175631,1.817836459401873,67.42894717615255,0.001
13,0.09943028223219554,96.02280340589331,1.4436173161195818,70.18660812294182,2.017212931822363,59.66975962592241,0.001
14,0.10077897243841245,96.13487142630919,1.7810828257305873,60.28540065861691,2.2225007865508304,55.79747205377365,0.001
15,0.10154639677230243,95.94849743583497,1.5748600856396675,65.12989388949872,2.0476041491394734,62.095419010740116,0.0005
16,0.08321527355087055,96.80484328749101,1.2624082186247905,70.85254299304793,1.8019228449491698,70.75326952582743,0.0005
17,0.06627407394453377,97.25920602243797,1.423142896826563,64.74935967800951,2.13475100880393,62.46072915905604,0.0005
18,0.0639523129096503,97.53693981216425,1.226263149523543,73.1284302963776,1.928385742206701,65.35398553371813,0.0005
19,0.06090794496847257,97.3798009574507,1.45339901877905,74.08708379070619,2.060631566809351,69.25549791773216,0.0005
20,0.06382841179036663,97.61490017419268,1.3852057859655709,71.26966703256495,1.8160137814756865,68.73675750712354,0.0005
